Day,Source,Target,SNS Source,SNS Target
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__155,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__155,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__155,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-01,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__155,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__155,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__155,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__155,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__155,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__155,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__155,TG,TG
2020-11-02,TG__55,TG__155,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__155,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-02,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__155,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__155,TG,TG
2020-11-03,TG__55,TG__155,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__155,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__155,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__155,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-03,TG__55,TG__104,TG,TG
2020-11-02,TG__215,TG__146,TG,TG
2020-11-02,TG__50,TG__45,TG,TG
2020-11-03,Twitter__38,Twitter__9,Twitter,Twitter
2020-11-03,Twitter__16,Twitter__7,Twitter,Twitter
2020-11-03,Twitter__16,Twitter__7,Twitter,Twitter
2020-11-03,Twitter__39,Twitter__6,Twitter,Twitter
2020-11-03,Twitter__39,Twitter__6,Twitter,Twitter
2020-11-03,Twitter__39,Twitter__39,Twitter,Twitter
2020-11-02,Twitter__3,Twitter__3,Twitter,Twitter
2020-11-02,Twitter__16,Twitter__7,Twitter,Twitter
2020-11-02,Twitter__38,Twitter__38,Twitter,Twitter
2020-11-02,Twitter__38,Twitter__38,Twitter,Twitter
2020-11-02,Twitter__14,Twitter__14,Twitter,Twitter
2020-11-02,Twitter__7,Twitter__7,Twitter,Twitter
2020-11-01,Twitter__39,Twitter__6,Twitter,Twitter
2020-11-01,Twitter__14,Twitter__14,Twitter,Twitter
2020-11-01,Twitter__16,Twitter__16,Twitter,Twitter
2020-11-03,Twitter__14,Twitter__14,Twitter,Twitter
2020-11-03,Twitter__38,Twitter__9,Twitter,Twitter
2020-11-03,Twitter__17,Twitter__17,Twitter,Twitter
2020-11-03,Twitter__17,Twitter__17,Twitter,Twitter
2020-11-01,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-01,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-01,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-01,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-02,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-02,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-02,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-03,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-03,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-03,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-03,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-03,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-03,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-01,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-01,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-01,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-01,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-01,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-01,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-01,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-02,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-02,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-02,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-02,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-03,Twitter__5,Twitter__5,Twitter,Twitter
2020-11-03,Twitter__8,Twitter__8,Twitter,Twitter
2020-11-03,VK__9,YouTube__26,VK,YouTube
2020-11-03,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-03,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-02,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-02,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-01,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-01,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-01,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-01,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-03,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-03,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-03,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-03,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-02,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-02,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-02,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-02,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-01,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-02,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-03,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-03,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-03,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-03,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-01,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-01,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-02,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-01,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-02,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-01,4Chan__1,Bitchute__1,4Chan,Bitchute
2020-11-01,4Chan__1,Bitchute__1,4Chan,Bitchute
2020-11-02,Bitchute__16,Bitchute__16,Bitchute,Bitchute
2020-11-03,Bitchute__14,Bitchute__100,Bitchute,Bitchute
2020-11-03,Bitchute__20,Bitchute__114,Bitchute,Bitchute
2020-11-01,Bitchute__16,Bitchute__16,Bitchute,Bitchute
2020-11-02,FB__172,FB__179,FB,FB
2020-11-03,4Chan__1,Gab__296,4Chan,Gab
2020-11-03,Gab__156,Gab__156,Gab,Gab
2020-11-03,Gab__55,Gab__55,Gab,Gab
2020-11-03,Gab__29,Gab__29,Gab,Gab
2020-11-02,Gab__156,Gab__156,Gab,Gab
2020-11-02,Gab__18,Gab__156,Gab,Gab
2020-11-02,Gab__55,Gab__55,Gab,Gab
2020-11-02,Gab__55,Gab__55,Gab,Gab
2020-11-02,Gab__55,Gab__55,Gab,Gab
2020-11-02,Gab__55,Gab__55,Gab,Gab
2020-11-02,Gab__55,Gab__55,Gab,Gab
2020-11-01,Gab__50,Gab__50,Gab,Gab
2020-11-01,Gab__55,Gab__296,Gab,Gab
2020-11-01,Gab__10,Gab__10,Gab,Gab
2020-11-01,4Chan__1,TG__218,4Chan,TG
2020-11-01,4Chan__1,TG__218,4Chan,TG
2020-11-01,4Chan__1,TG__218,4Chan,TG
2020-11-01,4Chan__1,TG__218,4Chan,TG
2020-11-01,4Chan__1,TG__218,4Chan,TG
2020-11-01,4Chan__1,TG__218,4Chan,TG
2020-11-02,4Chan__1,TG__63,4Chan,TG
2020-11-01,VK__147,TG__205,VK,TG
2020-11-02,VK__147,TG__205,VK,TG
2020-11-01,TG__218,TG__218,TG,TG
2020-11-01,TG__218,TG__218,TG,TG
2020-11-01,TG__218,TG__146,TG,TG
2020-11-01,TG__218,TG__146,TG,TG
2020-11-01,TG__218,TG__218,TG,TG
2020-11-01,TG__218,TG__218,TG,TG
2020-11-01,TG__218,TG__218,TG,TG
2020-11-01,TG__218,TG__146,TG,TG
2020-11-01,TG__218,TG__218,TG,TG
2020-11-02,TG__218,TG__218,TG,TG
2020-11-02,TG__218,TG__146,TG,TG
2020-11-02,TG__218,TG__146,TG,TG
2020-11-02,TG__218,TG__218,TG,TG
2020-11-02,TG__218,TG__218,TG,TG
2020-11-03,TG__218,TG__218,TG,TG
2020-11-02,TG__221,TG__170,TG,TG
2020-11-02,TG__221,TG__45,TG,TG
2020-11-03,TG__211,TG__152,TG,TG
2020-11-02,TG__125,TG__146,TG,TG
2020-11-02,TG__150,TG__146,TG,TG
2020-11-02,TG__279,TG__279,TG,TG
2020-11-01,TG__276,TG__28,TG,TG
2020-11-03,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-03,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-02,Twitter__37,Twitter__37,Twitter,Twitter
2020-11-02,Twitter__18,Twitter__18,Twitter,Twitter
2020-11-01,Twitter__39,Twitter__39,Twitter,Twitter
2020-11-02,Twitter__8,Twitter__8,Twitter,Twitter
2020-11-02,Twitter__8,Twitter__8,Twitter,Twitter
2020-11-01,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-02,Twitter__19,Twitter__18,Twitter,Twitter
2020-11-02,Twitter__13,Twitter__13,Twitter,Twitter
2020-11-02,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-02,Twitter__6,Twitter__18,Twitter,Twitter
2020-11-02,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-03,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-03,Twitter__6,Twitter__5,Twitter,Twitter
2020-11-03,Twitter__4,Twitter__4,Twitter,Twitter
2020-11-03,Twitter__9,Twitter__9,Twitter,Twitter
2020-11-03,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-03,Twitter__10,Twitter__10,Twitter,Twitter
2020-11-03,Twitter__6,Twitter__6,Twitter,Twitter
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-01,Gab__45,YouTube__5,Gab,YouTube
2020-11-01,Gab__185,YouTube__5,Gab,YouTube
2020-11-01,Gab__208,YouTube__5,Gab,YouTube
2020-11-01,Gab__21,YouTube__5,Gab,YouTube
2020-11-01,Gab__20,YouTube__5,Gab,YouTube
2020-11-01,Gab__35,YouTube__5,Gab,YouTube
2020-11-01,Gab__178,YouTube__5,Gab,YouTube
2020-11-01,Gab__290,YouTube__5,Gab,YouTube
2020-11-01,Gab__280,YouTube__5,Gab,YouTube
2020-11-01,Gab__143,YouTube__5,Gab,YouTube
2020-11-01,Gab__179,YouTube__5,Gab,YouTube
2020-11-01,Gab__12,YouTube__5,Gab,YouTube
2020-11-01,Gab__299,YouTube__5,Gab,YouTube
2020-11-01,Gab__299,YouTube__5,Gab,YouTube
2020-11-01,Gab__48,YouTube__5,Gab,YouTube
2020-11-01,Gab__255,YouTube__5,Gab,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,Gab__30,YouTube__13,Gab,YouTube
2020-11-01,4Chan__1,YouTube__13,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__13,4Chan,YouTube
2020-11-01,Gab__10,YouTube__13,Gab,YouTube
2020-11-01,4Chan__1,YouTube__13,4Chan,YouTube
2020-11-01,Gab__112,YouTube__13,Gab,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__19,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__26,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__12,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__12,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__17,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__61,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__12,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__19,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__26,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__12,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__12,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__12,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__12,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__12,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__12,4Chan,YouTube
2020-11-01,Gab__35,YouTube__13,Gab,YouTube
2020-11-01,Gab__5,YouTube__13,Gab,YouTube
2020-11-01,Gab__14,YouTube__13,Gab,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__21,4Chan,YouTube
2020-11-01,Gab__30,YouTube__15,Gab,YouTube
2020-11-01,4Chan__1,YouTube__12,4Chan,YouTube
2020-11-01,4Chan__1,YouTube__17,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__19,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__26,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__47,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__13,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__19,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__26,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__27,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__19,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__26,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__4,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__12,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__19,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__26,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__39,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__14,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__25,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__6,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__33,4Chan,YouTube
2020-11-02,4Chan__1,YouTube__13,4Chan,YouTube
2020-11-02,Gab__10,YouTube__13,Gab,YouTube
